IDSS	VP	VDD	RG1	RG2	RS1	RS2	RD2	RL	VGG	RG	IDQ1	VGSQ1	VDSQ1	VS1	gm1	AV1	rig1	ri1	VDSQ1<(VGS1-VP)	VG2	IDQ2	VGSQ2	VDSQ2	gm2	AV2	rig2	VDSQ2<(VGS2-VP)
0.02	-6	18	820000.0	10000.0	1000.0	470	1000.0	10000.0	0.21686746987951808	9879.518072289156	0.0036527136849295585	-3.43584621505004	14.347286315070441	3.6527136849295587	0.0028490597610555113	0.7401962915416584	1000000.0	9782.868050584586	True	3.6527136849295587	0.011049096555703197	-1.5403616962509443	1.7578280631162997	0.004955153670832284	-4.504685155302076	1000000.0	False
0.014	-4	18	820000.0	10000.0	1000.0	470	1000.0	10000.0	0.21686746987951808	9879.518072289156	0.0025198587552720314	-2.3029912853925145	15.48014124472797	2.5198587552720313	0.0029697652505631	0.7480959359352161	1000000.0	9782.868050584586	True	2.5198587552720313	0.00760106217931746	-1.052640469007176	6.826438596403333	0.005157879179237442	-4.688981072034038	1000000.0	True
0.008	-2	18	820000.0	10000.0	1000.0	470	1000.0	10000.0	0.21686746987951808	9879.518072289156	0.0013847705541923147	-1.1679030843127962	16.615229445807685	1.3847705541923148	0.003328387662748815	0.7689670893838254	1000000.0	9782.868050584586	True	1.3847705541923148	0.004140343447473017	-0.5611908661200025	11.913695132214665	0.005755236535519991	-5.232033214109083	1000000.0	True
