Frecuencia	Ganancia	Fase
3.98107170553497e+004	1.20013229313173e+001	1.79011566370470e+002
4.29866234708228e+004	1.20011258428723e+001	1.78927335181490e+002
4.64158883361278e+004	1.20008960345293e+001	1.78836787025409e+002
5.01187233627272e+004	1.20006280861790e+001	1.78739389567594e+002
5.41169526546464e+004	1.20003156792783e+001	1.78634570452664e+002
5.84341413373518e+004	1.19999514484031e+001	1.78521714021110e+002
6.30957344480193e+004	1.19995268083563e+001	1.78400157794007e+002
6.81292069057961e+004	1.19990317528274e+001	1.78269188710906e+002
7.35642254459641e+004	1.19984546200074e+001	1.78128039106494e+002
7.94328234724282e+004	1.19977818197606e+001	1.77975882411535e+002
8.57695898590894e+004	1.19969975161815e+001	1.77811828564767e+002
9.26118728128793e+004	1.19960832583577e+001	1.77634919123651e+002
1.00000000000000e+005	1.19950175510536e+001	1.77444122063620e+002
1.07977516232771e+005	1.19937753557653e+001	1.77238326258930e+002
1.16591440117983e+005	1.19923275111971e+001	1.77016335641761e+002
1.25892541179417e+005	1.19906400605412e+001	1.76776863041932e+002
1.35935639087853e+005	1.19886734711799e+001	1.76518523716898e+002
1.46779926762207e+005	1.19863817303607e+001	1.76239828591693e+002
1.58489319246111e+005	1.19837112982246e+001	1.75939177240037e+002
1.71132830416178e+005	1.19805998971182e+001	1.75614850655337e+002
1.84784979742229e+005	1.19769751135140e+001	1.75265003879615e+002
1.99526231496888e+005	1.19727527862488e+001	1.74887658585358e+002
2.15443469003188e+005	1.19678351519027e+001	1.74480695736850e+002
2.32630506715363e+005	1.19621087156658e+001	1.74041848499300e+002
2.51188643150958e+005	1.19554418135308e+001	1.73568695613422e+002
2.71227257933203e+005	1.19476818299527e+001	1.73058655514401e+002
2.92864456462524e+005	1.19386520341785e+001	1.72508981549020e+002
3.16227766016838e+005	1.19281479990930e+001	1.71916758733479e+002
3.41454887383360e+005	1.19159335691442e+001	1.71278902599976e+002
3.68694506451958e+005	1.19017363497254e+001	1.70592160802475e+002
3.98107170553497e+005	1.18852427004249e+001	1.69853118292949e+002
4.29866234708228e+005	1.18660922301822e+001	1.69058207033835e+002
4.64158883361278e+005	1.18438718155139e+001	1.68203721381396e+002
5.01187233627272e+005	1.18181091953420e+001	1.67285840443137e+002
5.41169526546464e+005	1.17882662400675e+001	1.66300658876798e+002
5.84341413373517e+005	1.17537320502261e+001	1.65244227726356e+002
6.30957344480193e+005	1.17138161136335e+001	1.64112606966719e+002
6.81292069057961e+005	1.16677418399320e+001	1.62901931399973e+002
7.35642254459641e+005	1.16146408979073e+001	1.61608491373386e+002
7.94328234724281e+005	1.15535489000931e+001	1.60228829401155e+002
8.57695898590894e+005	1.14834031047706e+001	1.58759853108012e+002
9.26118728128793e+005	1.14030429245146e+001	1.57198963897065e+002
1.00000000000000e+006	1.13112141251797e+001	1.55544199330216e+002
1.07977516232771e+006	1.12065776440777e+001	1.53794385382033e+002
1.16591440117983e+006	1.10877239196712e+001	1.51949292519703e+002
1.25892541179417e+006	1.09531934741875e+001	1.50009787130806e+002
1.35935639087853e+006	1.08015041942806e+001	1.47977967406562e+002
1.46779926762207e+006	1.06311852954467e+001	1.45857270781618e+002
1.58489319246111e+006	1.04408173391346e+001	1.43652538911282e+002
1.71132830416178e+006	1.02290769380654e+001	1.41370026460411e+002
1.84784979742229e+006	9.99478401545476e+000	1.39017342114200e+002
1.99526231496888e+006	9.73694879728676e+000	1.36603314431924e+002
2.15443469003188e+006	9.45481525127468e+000	1.34137781275489e+002
2.32630506715363e+006	9.14789757470261e+000	1.31631308975655e+002
2.51188643150958e+006	8.81600665995409e+000	1.29094855103747e+002
2.71227257933203e+006	8.45926424141049e+000	1.26539395442703e+002
2.92864456462524e+006	8.07810356312038e+000	1.23975540242855e+002
3.16227766016838e+006	7.67325673678395e+000	1.21413166248139e+002
3.41454887383360e+006	7.24573026682889e+000	1.18861088992446e+002
3.68694506451957e+006	6.79677129430601e+000	1.16326794913674e+002
3.98107170553497e+006	6.32782780028781e+000	1.13816245891972e+002
4.29866234708228e+006	5.84050624296586e+000	1.11333761146653e+002
4.64158883361278e+006	5.33652990752739e+000	1.08881974281940e+002
5.01187233627272e+006	4.81770072109052e+000	1.06461857604561e+002
5.41169526546464e+006	4.28586655731200e+000	1.04072802141795e+002
5.84341413373517e+006	3.74289526953312e+000	1.01712740175901e+002
6.30957344480193e+006	3.19065594686597e+000	9.93782972467728e+001
6.81292069057961e+006	2.63100726812544e+000	9.70649620556807e+001
7.35642254459641e+006	2.06579235042896e+000	9.47672649265609e+001
7.94328234724281e+006	1.49683916152590e+000	9.24789580216548e+001
8.57695898590894e+006	9.25965355406856e-001	9.01931929450697e+001
9.26118728128793e+006	3.54986270053728e-001	8.79026934586454e+001
1.00000000000000e+007	-2.14275242993749e-001	8.55999226141751e+001
1.07977516232771e+007	-7.79978532449521e-001	8.32772445947322e+001
1.16591440117983e+007	-1.34025582340318e+000	8.09270819224442e+001
1.25892541179417e+007	-1.89320531775405e+000	7.85420684632671e+001
1.35935639087853e+007	-2.43688822708965e+000	7.61151978460677e+001
1.46779926762207e+007	-2.96933127062869e+000	7.36399656010435e+001
1.58489319246111e+007	-3.48853614531253e+000	7.11105016563830e+001
1.71132830416178e+007	-3.99249736377216e+000	6.85216879667082e+001
1.84784979742229e+007	-4.47922960916019e+000	6.58692543407952e+001
1.99526231496888e+007	-4.94680534202324e+000	6.31498443460109e+001
2.15443469003188e+007	-5.39340278155248e+000	6.03610430072170e+001
2.32630506715363e+007	-5.81736357584643e+000	5.75013593868483e+001
2.51188643150958e+007	-6.21725851212729e+000	5.45701603720912e+001
2.71227257933203e+007	-6.59195857389422e+000	5.15675572432123e+001
2.92864456462524e+007	-6.94070764413707e+000	4.84942534692952e+001
3.16227766016838e+007	-7.26319231927438e+000	4.53513697888381e+001
3.41454887383360e+007	-7.55960376721269e+000	4.21402695610933e+001
3.68694506451958e+007	-7.83068644351715e+000	3.88624118997231e+001
3.98107170553497e+007	-8.07776882569244e+000	3.55192606254736e+001
4.29866234708228e+007	-8.30277214391879e+000	3.21122725302024e+001
4.64158883361278e+007	-8.50819432692644e+000	2.86429788831221e+001
5.01187233627272e+007	-8.69706796032287e+000	2.51131606793524e+001
5.41169526546464e+007	-8.87289285286919e+000	2.15251031572879e+001
5.84341413373518e+007	-9.03954567015362e+000	1.78819014735522e+001
6.30957344480193e+007	-9.20117085853031e+000	1.41877797655574e+001
6.81292069057961e+007	-9.36205854084189e+000	1.04483821037585e+001
7.35642254459641e+007	-9.52651604208225e+000	6.67099653710922e+000
7.94328234724282e+007	-9.69874008319561e+000	2.86468161954288e+000
8.57695898590894e+007	-9.88269641101900e+000	-9.59723288019024e-001
9.26118728128794e+007	-1.00820128087215e+001	-4.78970952957659e+000
1.00000000000000e+008	-1.02998901956126e+001	-8.61132570620759e+000
1.07977516232771e+008	-1.05390350780938e+001	-1.24095023678286e+001
1.16591440117983e+008	-1.08016151371718e+001	-1.61684507115521e+001
1.25892541179417e+008	-1.10892383356019e+001	-1.98721067523645e+001
1.35935639087853e+008	-1.14029546745035e+001	-2.35045907291145e+001
1.46779926762207e+008	-1.17432786152842e+001	-2.70506520583270e+001
1.58489319246111e+008	-1.21102292433134e+001	-3.04960728961160e+001
1.71132830416178e+008	-1.25033845012000e+001	-3.38280080174790e+001
1.84784979742229e+008	-1.29219453222408e+001	-3.70352449784079e+001
1.99526231496888e+008	-1.33648053096885e+001	-4.01083758084624e+001
2.15443469003188e+008	-1.38306217489820e+001	-4.30398789561484e+001
2.32630506715363e+008	-1.43178842158179e+001	-4.58241170767074e+001
2.51188643150958e+008	-1.48249777508693e+001	-4.84572616682417e+001
2.71227257933203e+008	-1.53502384453352e+001	-5.09371591661190e+001
2.92864456462524e+008	-1.58920001608122e+001	-5.32631546593216e+001
3.16227766016838e+008	-1.64486319377768e+001	-5.54358892313388e+001
3.41454887383360e+008	-1.70185663097515e+001	-5.74570853322635e+001
3.68694506451958e+008	-1.76003192422227e+001	-5.93293321897841e+001
3.98107170553497e+008	-1.81925027189265e+001	-6.10558804474714e+001
4.29866234708228e+008	-1.87938311458020e+001	-6.26404524449457e+001
4.64158883361278e+008	-1.94031227628836e+001	-6.40870720569500e+001
5.01187233627272e+008	-2.00192971841332e+001	-6.53999159605583e+001
5.41169526546464e+008	-2.06413700456855e+001	-6.65831866005558e+001
5.84341413373518e+008	-2.12684456018355e+001	-6.76410060501298e+001
6.30957344480193e+008	-2.18997079365421e+001	-6.85773292429870e+001
6.81292069057961e+008	-2.25344113058099e+001	-6.93958746907023e+001
7.35642254459641e+008	-2.31718699997910e+001	-7.01000706985152e+001
7.94328234724282e+008	-2.38114479835918e+001	-7.06930151391213e+001
8.57695898590894e+008	-2.44525484975641e+001	-7.11774470607693e+001
9.26118728128793e+008	-2.50946037133772e+001	-7.15557286587858e+001
1.00000000000000e+009	-2.57370644994756e+001	-7.18298364751057e+001
