Frecuencia	Ganancia	Fase
1.16591440117983e+003	1.24914795781580e+001	-1.78781562338015e+002
1.25892541179417e+003	1.24916036597335e+001	-1.78871699851462e+002
1.35935639087853e+003	1.24917100852699e+001	-1.78955188661285e+002
1.46779926762207e+003	1.24918013669418e+001	-1.79032520558844e+002
1.58489319246111e+003	1.24918796595157e+001	-1.79104151105436e+002
1.71132830416178e+003	1.24919468111889e+001	-1.79170502305376e+002
1.84784979742229e+003	1.24920044072138e+001	-1.79231965083749e+002
1.99526231496888e+003	1.24920538072752e+001	-1.79288901582947e+002
2.15443469003188e+003	1.24920961776064e+001	-1.79341647291099e+002
2.32630506715363e+003	1.24921325184900e+001	-1.79390513014651e+002
2.51188643150958e+003	1.24921636878789e+001	-1.79435786706443e+002
2.71227257933203e+003	1.24921904216426e+001	-1.79477735159866e+002
2.92864456462524e+003	1.24922133509401e+001	-1.79516605578935e+002
3.16227766016838e+003	1.24922330171082e+001	-1.79552627033381e+002
3.41454887383360e+003	1.24922498844548e+001	-1.79586011807265e+002
3.68694506451957e+003	1.24922643512067e+001	-1.79616956648956e+002
3.98107170553497e+003	1.24922767589198e+001	-1.79645643929797e+002
4.29866234708228e+003	1.24922874005345e+001	-1.79672242718228e+002
4.64158883361278e+003	1.24922965272982e+001	-1.79696909775659e+002
5.01187233627272e+003	1.24923043546910e+001	-1.79719790479925e+002
5.41169526546464e+003	1.24923110675174e+001	-1.79741019681752e+002
5.84341413373518e+003	1.24923168242670e+001	-1.79760722499251e+002
6.30957344480193e+003	1.24923217608541e+001	-1.79779015055113e+002
6.81292069057961e+003	1.24923259938373e+001	-1.79796005160830e+002
7.35642254459641e+003	1.24923296231535e+001	-1.79811792951981e+002
7.94328234724281e+003	1.24923327344933e+001	-1.79826471478294e+002
8.57695898590894e+003	1.24923354013143e+001	-1.79840127251978e+002
9.26118728128794e+003	1.24923376865818e+001	-1.79852840757543e+002
1.00000000000000e+004	1.24923396442528e+001	-1.79864686926102e+002
1.07977516232771e+004	1.24923413205434e+001	-1.79875735576968e+002
1.16591440117983e+004	1.24923427550337e+001	-1.79886051829110e+002
1.25892541179417e+004	1.24923439815957e+001	-1.79895696484945e+002
1.35935639087853e+004	1.24923450291854e+001	-1.79904726388658e+002
1.46779926762207e+004	1.24923459225364e+001	-1.79913194761226e+002
1.58489319246111e+004	1.24923466827423e+001	-1.79921151514093e+002
1.71132830416178e+004	1.24923473277497e+001	-1.79928643543298e+002
1.84784979742229e+004	1.24923478727906e+001	-1.79935715005907e+002
1.99526231496888e+004	1.24923483307305e+001	-1.79942407580225e+002
2.15443469003188e+004	1.24923487123844e+001	-1.79948760711459e+002
2.32630506715363e+004	1.24923490267610e+001	-1.79954811844200e+002
2.51188643150958e+004	1.24923492812822e+001	-1.79960596643092e+002
2.71227257933203e+004	1.24923494819619e+001	-1.79966149203064e+002
2.92864456462524e+004	1.24923496335336e+001	-1.79971502250252e+002
3.16227766016838e+004	1.24923497395761e+001	-1.79976687334890e+002
3.41454887383360e+004	1.24923498025972e+001	-1.79981735017261e+002
3.68694506451958e+004	1.24923498240794e+001	-1.79986675047830e+002
3.98107170553497e+004	1.24923498045312e+001	-1.79991536542564e+002
4.29866234708228e+004	1.24923497434948e+001	-1.79996348154530e+002
4.64158883361278e+004	1.24923496395271e+001	1.79998861757173e+002
5.01187233627272e+004	1.24923494901727e+001	1.79994064960338e+002
5.41169526546464e+004	1.24923492919035e+001	1.79989233183230e+002
5.84341413373518e+004	1.24923490400412e+001	1.79984337947932e+002
6.30957344480193e+004	1.24923487286401e+001	1.79979350402549e+002
6.81292069057961e+004	1.24923483503432e+001	1.79974241151111e+002
7.35642254459641e+004	1.24923478962246e+001	1.79968980080371e+002
7.94328234724282e+004	1.24923473555605e+001	1.79963536182301e+002
8.57695898590894e+004	1.24923467155832e+001	1.79957877371319e+002
9.26118728128793e+004	1.24923459611837e+001	1.79951970295267e+002
1.00000000000000e+005	1.24923450745523e+001	1.79945780138751e+002
1.07977516232771e+005	1.24923440347540e+001	1.79939270418008e+002
1.16591440117983e+005	1.24923428172395e+001	1.79932402765915e+002
1.25892541179417e+005	1.24923413932619e+001	1.79925136705852e+002
1.35935639087853e+005	1.24923397292026e+001	1.79917429413103e+002
1.46779926762207e+005	1.24923377857741e+001	1.79909235462677e+002
1.58489319246111e+005	1.24923355170878e+001	1.79900506561412e+002
1.71132830416178e+005	1.24923328695844e+001	1.79891191263527e+002
1.84784979742229e+005	1.24923297807524e+001	1.79881234667391e+002
1.99526231496888e+005	1.24923261776673e+001	1.79870578092198e+002
2.15443469003188e+005	1.24923219752599e+001	1.79859158732036e+002
2.32630506715363e+005	1.24923170743135e+001	1.79846909285920e+002
2.51188643150958e+005	1.24923113591158e+001	1.79833757561408e+002
2.71227257933203e+005	1.24923046947342e+001	1.79819626049263e+002
2.92864456462524e+005	1.24922969238256e+001	1.79804431466899e+002
3.16227766016838e+005	1.24922878629248e+001	1.79788084267919e+002
3.41454887383360e+005	1.24922772981106e+001	1.79770488114868e+002
3.68694506451958e+005	1.24922649799565e+001	1.79751539311881e+002
3.98107170553497e+005	1.24922506176453e+001	1.79731126194449e+002
4.29866234708228e+005	1.24922338721041e+001	1.79709128471972e+002
4.64158883361278e+005	1.24922143479974e+001	1.79685416520315e+002
5.01187233627272e+005	1.24921915844017e+001	1.79659850618849e+002
5.41169526546464e+005	1.24921650439243e+001	1.79632280129281e+002
5.84341413373517e+005	1.24921341000162e+001	1.79602542609735e+002
6.30957344480193e+005	1.24920980221988e+001	1.79570462860658e+002
6.81292069057961e+005	1.24920559588135e+001	1.79535851895731e+002
7.35642254459641e+005	1.24920069169458e+001	1.79498505832908e+002
7.94328234724281e+005	1.24919497389819e+001	1.79458204698257e+002
8.57695898590894e+005	1.24918830753228e+001	1.79414711137312e+002
9.26118728128793e+005	1.24918053525424e+001	1.79367769025694e+002
1.00000000000000e+006	1.24917147362969e+001	1.79317101970392e+002
1.07977516232771e+006	1.24916090880815e+001	1.79262411696531e+002
1.16591440117983e+006	1.24914859148293e+001	1.79203376307770e+002
1.25892541179417e+006	1.24913423101736e+001	1.79139648412495e+002
1.35935639087853e+006	1.24911748860028e+001	1.79070853105848e+002
1.46779926762207e+006	1.24909796926965e+001	1.78996585797698e+002
1.58489319246111e+006	1.24907521261820e+001	1.78916409874418e+002
1.71132830416178e+006	1.24904868196673e+001	1.78829854185305e+002
1.84784979742229e+006	1.24901775174998e+001	1.78736410338825e+002
1.99526231496888e+006	1.24898169282691e+001	1.78635529800738e+002
2.15443469003188e+006	1.24893965537146e+001	1.78526620777813e+002
2.32630506715363e+006	1.24889064895462e+001	1.78409044878476e+002
2.51188643150958e+006	1.24883351935718e+001	1.78282113535192e+002
2.71227257933203e+006	1.24876692158774e+001	1.78145084181582e+002
2.92864456462524e+006	1.24868928849115e+001	1.77997156168836e+002
3.16227766016838e+006	1.24859879424479e+001	1.77837466416757e+002
3.41454887383360e+006	1.24849331192236e+001	1.77665084792934e+002
3.68694506451957e+006	1.24837036419149e+001	1.77479009213498e+002
3.98107170553497e+006	1.24822706606352e+001	1.77278160472291e+002
4.29866234708228e+006	1.24806005846238e+001	1.77061376803096e+002
4.64158883361278e+006	1.24786543119956e+001	1.76827408186712e+002
5.01187233627272e+006	1.24763863375284e+001	1.76574910441171e+002
5.41169526546464e+006	1.24737437202391e+001	1.76302439114130e+002
5.84341413373517e+006	1.24706648904052e+001	1.76008443262520e+002
6.30957344480193e+006	1.24670782729112e+001	1.75691259162635e+002
6.81292069057961e+006	1.24629007017212e+001	1.75349104089445e+002
7.35642254459641e+006	1.24580355974124e+001	1.74980070281017e+002
7.94328234724281e+006	1.24523708776729e+001	1.74582119283971e+002
8.57695898590894e+006	1.24457765685313e+001	1.74153076906492e+002
9.26118728128793e+006	1.24381020829917e+001	1.73690629078532e+002
1.00000000000000e+007	1.24291731334439e+001	1.73192318990443e+002
1.07977516232771e+007	1.24187882460590e+001	1.72655545992498e+002
1.16591440117983e+007	1.24067148486136e+001	1.72077566791836e+002
1.25892541179417e+007	1.23926849113478e+001	1.71455499681717e+002
1.35935639087853e+007	1.23763901317622e+001	1.70786332626086e+002
1.46779926762207e+007	1.23574766722563e+001	1.70066936180365e+002
1.58489319246111e+007	1.23355394859238e+001	1.69294082432546e+002
1.71132830416178e+007	1.23101163007199e+001	1.68464471245861e+002
1.84784979742229e+007	1.22806813816966e+001	1.67574765317832e+002
1.99526231496888e+007	1.22466392519834e+001	1.66621635604002e+002
2.15443469003188e+007	1.22073186320780e+001	1.65601818721681e+002
2.32630506715363e+007	1.21619669528258e+001	1.64512187910941e+002
2.51188643150958e+007	1.21097459076389e+001	1.63349838845055e+002
2.71227257933203e+007	1.20497286321570e+001	1.62112191131652e+002
2.92864456462524e+007	1.19808992270331e+001	1.60797105600533e+002
3.16227766016838e+007	1.19021554538944e+001	1.59403016283226e+002
3.41454887383360e+007	1.18123155226253e+001	1.57929074490478e+002
3.68694506451958e+007	1.17101299151215e+001	1.56375300368873e+002
3.98107170553497e+007	1.15942991309429e+001	1.54742735017270e+002
4.29866234708228e+007	1.14634980546767e+001	1.53033583678917e+002
4.64158883361278e+007	1.13164073057868e+001	1.51251338079117e+002
5.01187233627272e+007	1.11517514269383e+001	1.49400864028521e+002
5.41169526546464e+007	1.09683430998255e+001	1.47488439377958e+002
5.84341413373518e+007	1.07651318148033e+001	1.45521728113015e+002
6.30957344480193e+007	1.05412546196160e+001	1.43509678652757e+002
6.81292069057961e+007	1.02960858856136e+001	1.41462339008536e+002
7.35642254459641e+007	1.00292825914946e+001	1.39390587985732e+002
7.94328234724282e+007	9.74082152454980e+000	1.37305788867528e+002
8.57695898590894e+007	9.43102516837461e+000	1.35219379963652e+002
9.26118728128794e+007	9.10057380735871e+000	1.33142422687952e+002
1.00000000000000e+008	8.75050246802046e+000	1.31085132045276e+002
1.07977516232771e+008	8.38218255868741e+000	1.29056415753969e+002
1.16591440117983e+008	7.99728922269210e+000	1.27063446272091e+002
1.25892541179417e+008	7.59775633656203e+000	1.25111285914143e+002
1.35935639087853e+008	7.18572161413975e+000	1.23202579502229e+002
1.46779926762207e+008	6.76346444450249e+000	1.21337323629249e+002
1.58489319246111e+008	6.33333892959895e+000	1.19512716962648e+002
1.71132830416178e+008	5.89770427122176e+000	1.17723093278913e+002
1.84784979742229e+008	5.45885436160280e+000	1.15959938131994e+002
1.99526231496888e+008	5.01894823814194e+000	1.14211990150804e+002
2.15443469003188e+008	4.57994318609761e+000	1.12465429329525e+002
2.32630506715363e+008	4.14353253274296e+000	1.10704154388646e+002
2.51188643150958e+008	3.71109071417051e+000	1.08910150560708e+002
2.71227257933203e+008	3.28362861381828e+000	1.07063945024506e+002
2.92864456462524e+008	2.86176253065559e+000	1.05145141962020e+002
3.16227766016838e+008	2.44570001136876e+000	1.03133021246026e+002
3.41454887383360e+008	2.03524522034801e+000	1.01007176956317e+002
3.68694506451958e+008	1.62982536082276e+000	9.87481646687230e+001
3.98107170553497e+008	1.22853801911800e+000	9.63381219466423e+001
4.29866234708228e+008	8.30217428771201e-001	9.37613261266783e+001
4.64158883361278e+008	4.33515582334801e-001	9.10046567038527e+001
5.01187233627272e+008	3.69924749138845e-002	8.80579382387083e+001
5.41169526546464e+008	-3.60791491225009e-001	8.49141510278559e+001
5.84341413373518e+008	-7.61188407796177e-001	8.15695098446909e+001
6.30957344480193e+008	-1.16538823827401e+000	7.80234241808244e+001
6.81292069057961e+008	-1.57436269673772e+000	7.42783643823616e+001
7.35642254459641e+008	-1.98883198191859e+000	7.03396643995788e+001
7.94328234724282e+008	-2.40925634834670e+000	6.62152946113972e+001
8.57695898590894e+008	-2.83585217318174e+000	6.19156340177670e+001
9.26118728128793e+008	-3.26862974568996e+000	5.74532637616068e+001
1.00000000000000e+009	-3.70744801581803e+000	5.28427926083775e+001
