time	Vo
3.455278467507241e-002	5.918119e+000
3.457278467507242e-002	5.982794e+000
3.458278467507242e-002	6.027078e+000
3.459278467507242e-002	6.079412e+000
3.460278467507243e-002	6.139854e+000
3.461278467507243e-002	6.208455e+000
3.463278467507244e-002	6.370310e+000
3.464278467507244e-002	6.463638e+000
3.465278467507244e-002	6.565271e+000
3.466278467507244e-002	6.675231e+000
3.467278467507245e-002	6.793531e+000
3.468278467507245e-002	6.920182e+000
3.470278467507246e-002	7.198530e+000
3.473278467507247e-002	7.678493e+000
3.476278467507248e-002	8.232715e+000
3.479278467507248e-002	8.859899e+000
3.481278467507249e-002	9.317628e+000
3.483278467507250e-002	9.806202e+000
3.485278467507250e-002	1.032474e+001
3.487278467507251e-002	1.087219e+001
3.488278467507251e-002	1.115639e+001
3.489278467507252e-002	1.144735e+001
3.490278467507252e-002	1.174490e+001
3.491278467507252e-002	1.204882e+001
3.492278467507252e-002	1.235892e+001
3.493278467507253e-002	1.267497e+001
3.495278467507253e-002	1.332390e+001
3.496278467507254e-002	1.365623e+001
3.497278467507254e-002	1.399338e+001
3.498278467507254e-002	1.433501e+001
3.499278467507255e-002	1.468073e+001
3.500278467507255e-002	1.503011e+001
3.501278467507255e-002	1.538264e+001
3.502278467507256e-002	1.573775e+001
3.503278467507256e-002	1.609475e+001
3.504278467507256e-002	1.645281e+001
3.505278467507256e-002	1.681085e+001
3.506278467507257e-002	1.716739e+001
3.507278467507257e-002	1.752020e+001
3.508278467507257e-002	1.786518e+001
3.509278467507258e-002	1.819238e+001
3.510278467507258e-002	1.847618e+001
3.511278467507258e-002	1.869696e+001
3.511887749727793e-002	1.879846e+001
3.512657458233678e-002	1.890262e+001
3.513421704757738e-002	1.899180e+001
3.514421704757738e-002	1.909131e+001
3.515421704757738e-002	1.917595e+001
3.516421704757738e-002	1.924767e+001
3.517421704757739e-002	1.930904e+001
3.518421704757739e-002	1.936207e+001
3.519421704757739e-002	1.940832e+001
3.520421704757740e-002	1.944905e+001
3.521421704757740e-002	1.948522e+001
3.522421704757740e-002	1.951761e+001
3.523421704757741e-002	1.954683e+001
3.524421704757741e-002	1.957334e+001
3.525421704757741e-002	1.959750e+001
3.526421704757742e-002	1.961955e+001
3.527421704757742e-002	1.963960e+001
3.528421704757742e-002	1.965762e+001
3.529421704757742e-002	1.967343e+001
3.530421704757743e-002	1.968669e+001
3.531421704757743e-002	1.969695e+001
3.532421704757743e-002	1.970375e+001
3.533421704757744e-002	1.970670e+001
3.534421704757744e-002	1.970549e+001
3.535421704757744e-002	1.969988e+001
3.536421704757745e-002	1.968975e+001
3.537421704757745e-002	1.967497e+001
3.538421704757745e-002	1.965547e+001
3.539421704757746e-002	1.963121e+001
3.540421704757746e-002	1.960214e+001
3.541421704757746e-002	1.956826e+001
3.542421704757746e-002	1.952955e+001
3.543421704757747e-002	1.948601e+001
3.544421704757747e-002	1.943764e+001
3.545421704757747e-002	1.938448e+001
3.546421704757748e-002	1.932652e+001
3.547421704757748e-002	1.926381e+001
3.548421704757748e-002	1.919636e+001
3.549421704757749e-002	1.912422e+001
3.551421704757749e-002	1.896603e+001
3.552421704757749e-002	1.888006e+001
3.553421704757750e-002	1.878958e+001
3.555421704757750e-002	1.859529e+001
3.557421704757751e-002	1.838362e+001
3.560421704757752e-002	1.803469e+001
3.563421704757753e-002	1.764975e+001
3.566421704757754e-002	1.723100e+001
3.568421704757754e-002	1.693202e+001
3.570421704757755e-002	1.662198e+001
3.572421704757756e-002	1.630086e+001
3.574421704757756e-002	1.596868e+001
3.576421704757757e-002	1.562543e+001
3.578421704757757e-002	1.527111e+001
3.580421704757758e-002	1.490572e+001
3.583421704757759e-002	1.434686e+001
3.585421704757760e-002	1.396639e+001
3.586421704757760e-002	1.377420e+001
3.587564561900617e-002	1.355263e+001
3.588707419043475e-002	1.333038e+001
3.589850276186332e-002	1.310744e+001
3.590993133329190e-002	1.288383e+001
3.592135990472047e-002	1.265953e+001
3.593278847614905e-002	1.243455e+001
3.594421704757762e-002	1.220889e+001
3.596564561900620e-002	1.178324e+001
3.598707419043478e-002	1.136373e+001
3.600850276186336e-002	1.095036e+001
3.602993133329194e-002	1.054313e+001
3.605135990472051e-002	1.014205e+001
3.607278847614909e-002	9.747098e+000
3.609421704757767e-002	9.358291e+000
3.612421704757768e-002	8.840412e+000
3.614421704757768e-002	8.510577e+000
3.616421704757769e-002	8.194688e+000
3.617421704757769e-002	8.042401e+000
3.618421704757770e-002	7.894114e+000
3.620421704757770e-002	7.610212e+000
3.622421704757771e-002	7.344318e+000
3.624421704757772e-002	7.097744e+000
3.625421704757772e-002	6.982103e+000
3.626421704757772e-002	6.871770e+000
3.627421704757772e-002	6.766900e+000
3.629421704757773e-002	6.574153e+000
3.632421704757774e-002	6.329719e+000
3.635421704757775e-002	6.142258e+000
3.638421704757776e-002	6.015285e+000
3.641421704757777e-002	5.951999e+000
3.643421704757777e-002	5.946612e+000
3.645421704757778e-002	5.971555e+000
3.647421704757779e-002	6.027499e+000
3.648421704757779e-002	6.067284e+000
3.649421704757779e-002	6.115032e+000
3.650421704757779e-002	6.170805e+000
3.651421704757780e-002	6.234654e+000
3.653421704757780e-002	6.386776e+000
3.655421704757781e-002	6.571712e+000
3.656421704757781e-002	6.676558e+000
3.657421704757782e-002	6.789681e+000
3.658421704757782e-002	6.911094e+000
3.659421704757782e-002	7.040800e+000
3.661421704757783e-002	7.325081e+000
3.664421704757784e-002	7.813445e+000
3.667421704757785e-002	8.375391e+000
3.670421704757786e-002	9.009529e+000
3.672421704757786e-002	9.471422e+000
3.674421704757787e-002	9.963745e+000
3.676421704757787e-002	1.048558e+001
3.677421704757788e-002	1.075724e+001
3.678421704757788e-002	1.103587e+001
3.679421704757788e-002	1.132129e+001
3.680421704757789e-002	1.161334e+001
3.681421704757789e-002	1.191184e+001
3.682421704757789e-002	1.221657e+001
3.683421704757790e-002	1.252733e+001
3.685421704757790e-002	1.316596e+001
3.686421704757791e-002	1.349330e+001
3.687421704757791e-002	1.382561e+001
3.688421704757791e-002	1.416254e+001
3.689421704757791e-002	1.450374e+001
3.690421704757792e-002	1.484881e+001
3.691421704757792e-002	1.519728e+001
3.692421704757792e-002	1.554864e+001
3.693421704757793e-002	1.590226e+001
3.694421704757793e-002	1.625741e+001
3.695421704757793e-002	1.661318e+001
3.696421704757794e-002	1.696836e+001
3.697421704757794e-002	1.732125e+001
3.698421704757794e-002	1.766916e+001
3.699421704757794e-002	1.800660e+001
3.700421704757795e-002	1.831847e+001
3.701421704757795e-002	1.857627e+001
3.702421704757795e-002	1.876999e+001
3.702976943438182e-002	1.885315e+001
3.703670771317402e-002	1.894006e+001
3.704670771317403e-002	1.904841e+001
3.705586888877137e-002	1.913308e+001
3.706586888877137e-002	1.921128e+001
3.707586888877137e-002	1.927811e+001
3.708586888877138e-002	1.933551e+001
3.709586888877138e-002	1.938530e+001
3.710586888877138e-002	1.942891e+001
3.711586888877139e-002	1.946744e+001
3.712586888877139e-002	1.950178e+001
3.713586888877139e-002	1.953262e+001
3.714586888877140e-002	1.956051e+001
3.715586888877140e-002	1.958587e+001
3.716586888877140e-002	1.960900e+001
3.717586888877140e-002	1.963007e+001
3.718586888877141e-002	1.964914e+001
3.719586888877141e-002	1.966611e+001
3.720586888877141e-002	1.968071e+001
3.721586888877142e-002	1.969255e+001
3.722586888877142e-002	1.970116e+001
3.723586888877142e-002	1.970612e+001
3.724586888877143e-002	1.970705e+001
3.725586888877143e-002	1.970370e+001
3.726586888877143e-002	1.969590e+001
3.727586888877144e-002	1.968350e+001
3.728586888877144e-002	1.966642e+001
3.729586888877144e-002	1.964460e+001
3.730586888877144e-002	1.961800e+001
3.731586888877145e-002	1.958659e+001
3.732586888877145e-002	1.955035e+001
3.733586888877145e-002	1.950929e+001
3.734586888877146e-002	1.946340e+001
3.735586888877146e-002	1.941270e+001
3.736586888877146e-002	1.935721e+001
3.737586888877147e-002	1.929694e+001
3.738586888877147e-002	1.923192e+001
3.739586888877147e-002	1.916220e+001
3.740586888877148e-002	1.908780e+001
3.742586888877148e-002	1.892514e+001
3.743586888877148e-002	1.883698e+001
3.745586888877149e-002	1.864723e+001
3.747586888877150e-002	1.843999e+001
3.750586888877151e-002	1.809741e+001
3.753586888877152e-002	1.771847e+001
3.756586888877152e-002	1.730530e+001
3.758729746020010e-002	1.698783e+001
3.760872603162868e-002	1.665764e+001
3.763015460305726e-002	1.631472e+001
3.765158317448584e-002	1.595908e+001
3.767301174591441e-002	1.559071e+001
3.769444031734300e-002	1.520961e+001
3.771586888877157e-002	1.481579e+001
3.774586888877158e-002	1.425417e+001
3.776586888877159e-002	1.387216e+001
3.778586888877159e-002	1.348537e+001
3.780158317448588e-002	1.317734e+001
3.781729746020017e-002	1.286916e+001
3.783301174591446e-002	1.256082e+001
3.784872603162875e-002	1.225231e+001
3.786444031734305e-002	1.194364e+001
3.788015460305733e-002	1.163482e+001
3.789586888877163e-002	1.132583e+001
3.791872603162878e-002	1.087729e+001
3.794158317448593e-002	1.044014e+001
3.796444031734308e-002	1.001440e+001
3.798729746020022e-002	9.600046e+000
3.801015460305737e-002	9.197093e+000
3.803301174591452e-002	8.805539e+000
3.805586888877167e-002	8.425382e+000
3.806586888877168e-002	8.267051e+000
3.807586888877168e-002	8.112455e+000
3.808586888877168e-002	7.961766e+000
3.810586888877169e-002	7.672782e+000
3.813586888877170e-002	7.272802e+000
3.815586888877171e-002	7.030393e+000
3.816586888877171e-002	6.916943e+000
3.817586888877171e-002	6.808872e+000
3.819586888877172e-002	6.609477e+000
3.822586888877173e-002	6.354481e+000
3.825586888877174e-002	6.155797e+000
3.828586888877174e-002	6.016995e+000
3.831586888877175e-002	5.941339e+000
3.834586888877176e-002	5.931746e+000
3.836586888877177e-002	5.963325e+000
3.838586888877178e-002	6.026055e+000
3.839586888877178e-002	6.069284e+000
3.840586888877178e-002	6.120509e+000
3.841586888877178e-002	6.179786e+000
3.842586888877179e-002	6.247166e+000
3.844586888877179e-002	6.406416e+000
3.845586888877180e-002	6.498360e+000
3.846586888877180e-002	6.598554e+000
3.847586888877180e-002	6.707022e+000
3.848586888877181e-002	6.823777e+000
3.849586888877181e-002	6.948828e+000
3.851586888877182e-002	7.223822e+000
3.854586888877182e-002	7.698369e+000
3.857586888877183e-002	8.246733e+000
3.860586888877184e-002	8.867638e+000
3.862586888877185e-002	9.320963e+000
3.864586888877186e-002	9.804969e+000
3.866586888877186e-002	1.031878e+001
3.868586888877187e-002	1.086138e+001
3.869586888877187e-002	1.114310e+001
3.870586888877187e-002	1.143156e+001
3.871586888877188e-002	1.172657e+001
3.872586888877188e-002	1.202795e+001
3.873586888877188e-002	1.233547e+001
3.874586888877189e-002	1.264893e+001
3.876586888877189e-002	1.329264e+001
3.877586888877189e-002	1.362235e+001
3.878586888877190e-002	1.395689e+001
3.879586888877190e-002	1.429591e+001
3.880586888877190e-002	1.463905e+001
3.881586888877191e-002	1.498586e+001
3.882586888877191e-002	1.533587e+001
3.883586888877191e-002	1.568853e+001
3.884586888877192e-002	1.604317e+001
3.885586888877192e-002	1.639899e+001
3.886586888877192e-002	1.675497e+001
3.887586888877193e-002	1.710975e+001
3.888586888877193e-002	1.746131e+001
3.889586888877193e-002	1.780627e+001
3.890586888877193e-002	1.813662e+001
3.891586888877194e-002	1.843003e+001
3.892586888877194e-002	1.866291e+001
3.893347109993266e-002	1.879572e+001
3.893991533271793e-002	1.888567e+001
3.894707650087568e-002	1.897144e+001
3.895707650087568e-002	1.907434e+001
3.896707650087568e-002	1.916192e+001
3.897707650087569e-002	1.923598e+001
3.898707650087569e-002	1.929921e+001
3.899707650087569e-002	1.935373e+001
3.900707650087570e-002	1.940117e+001
3.901707650087570e-002	1.944286e+001
3.902707650087570e-002	1.947982e+001
3.903707650087571e-002	1.951285e+001
3.904707650087571e-002	1.954260e+001
3.905707650087571e-002	1.956956e+001
3.906707650087572e-002	1.959410e+001
3.907707650087572e-002	1.961649e+001
3.908707650087572e-002	1.963686e+001
3.909707650087572e-002	1.965521e+001
3.910707650087573e-002	1.967137e+001
3.911707650087573e-002	1.968503e+001
3.912707650087573e-002	1.969576e+001
3.913707650087574e-002	1.970309e+001
3.914707650087574e-002	1.970662e+001
3.915707650087574e-002	1.970601e+001
3.916707650087575e-002	1.970104e+001
3.917707650087575e-002	1.969155e+001
3.918707650087575e-002	1.967742e+001
3.919707650087576e-002	1.965858e+001
3.920707650087576e-002	1.963498e+001
3.921707650087576e-002	1.960657e+001
3.922707650087576e-002	1.957334e+001
3.923707650087577e-002	1.953526e+001
3.924707650087577e-002	1.949236e+001
3.925707650087577e-002	1.944462e+001
3.926707650087578e-002	1.939207e+001
3.927707650087578e-002	1.933472e+001
3.928707650087578e-002	1.927260e+001
3.929707650087579e-002	1.920573e+001
3.930707650087579e-002	1.913416e+001
3.932707650087580e-002	1.897705e+001
3.933707650087580e-002	1.889160e+001
3.934707650087580e-002	1.880162e+001
3.936707650087581e-002	1.860827e+001
3.938707650087581e-002	1.839747e+001
3.941707650087582e-002	1.804968e+001
3.944707650087583e-002	1.766569e+001
3.947707650087584e-002	1.724766e+001
3.949707650087585e-002	1.694905e+001
3.951707650087585e-002	1.663926e+001
3.953707650087586e-002	1.631829e+001
3.955707650087587e-002	1.598612e+001
3.957707650087587e-002	1.564278e+001
3.959707650087588e-002	1.528825e+001
3.961707650087588e-002	1.492253e+001
3.964707650087589e-002	1.436295e+001
3.966707650087590e-002	1.398183e+001
3.967707650087590e-002	1.378926e+001
3.968707650087591e-002	1.359517e+001
3.969707650087591e-002	1.340045e+001
3.970707650087591e-002	1.320510e+001
3.971707650087591e-002	1.300911e+001
3.972707650087592e-002	1.281249e+001
3.973707650087592e-002	1.261524e+001
3.974707650087592e-002	1.241736e+001
3.976850507230450e-002	1.198992e+001
3.978993364373308e-002	1.156770e+001
3.981136221516166e-002	1.115069e+001
3.983279078659024e-002	1.073891e+001
3.985421935801881e-002	1.033234e+001
3.987564792944739e-002	9.930988e+000
3.989707650087597e-002	9.534856e+000
3.992707650087598e-002	9.005128e+000
3.994707650087599e-002	8.666383e+000
3.996707650087599e-002	8.340782e+000
3.997707650087599e-002	8.183344e+000
3.998707650087600e-002	8.029709e+000
3.999707650087600e-002	7.880048e+000
4.001707650087601e-002	7.593327e+000
4.003707650087601e-002	7.324523e+000
4.005707650087602e-002	7.074955e+000
4.006707650087602e-002	6.957788e+000
4.007707650087602e-002	6.845912e+000
4.008707650087603e-002	6.739480e+000
4.010707650087603e-002	6.543564e+000
4.013707650087604e-002	6.294273e+000
4.016707650087605e-002	6.101862e+000
4.019707650087606e-002	5.969875e+000
4.022707650087607e-002	5.901546e+000
4.025707650087608e-002	5.899759e+000
4.027707650087609e-002	5.936787e+000
4.029707650087609e-002	6.005150e+000
4.030707650087610e-002	6.051259e+000
4.031707650087610e-002	6.105404e+000
4.032707650087610e-002	6.167640e+000
4.033707650087610e-002	6.238016e+000
4.035707650087611e-002	6.403360e+000
4.036707650087611e-002	6.498397e+000
4.037707650087612e-002	6.601714e+000
4.038707650087612e-002	6.713330e+000
4.039707650087612e-002	6.833259e+000
4.040707650087613e-002	6.961505e+000
4.042707650087613e-002	7.242947e+000
4.045707650087614e-002	7.727271e+000
4.048707650087615e-002	8.285480e+000
4.051707650087616e-002	8.916225e+000
4.053707650087617e-002	9.376069e+000
4.055707650087617e-002	9.866531e+000
4.057707650087618e-002	1.038671e+001
4.059707650087618e-002	1.093556e+001
4.060707650087619e-002	1.122035e+001
4.061707650087619e-002	1.151184e+001
4.062707650087619e-002	1.180983e+001
4.063707650087620e-002	1.211413e+001
4.064707650087620e-002	1.242453e+001
4.065707650087620e-002	1.274079e+001
4.067707650087621e-002	1.338989e+001
4.068707650087621e-002	1.372217e+001
4.069707650087621e-002	1.405917e+001
4.070707650087622e-002	1.440055e+001
4.071707650087622e-002	1.474592e+001
4.072707650087622e-002	1.509482e+001
4.073707650087623e-002	1.544675e+001
4.074707650087623e-002	1.580112e+001
4.075707650087623e-002	1.615722e+001
4.076707650087624e-002	1.651420e+001
4.077707650087624e-002	1.687093e+001
4.078707650087624e-002	1.722585e+001
4.079707650087625e-002	1.757660e+001
4.080707650087625e-002	1.791864e+001
4.081707650087625e-002	1.824044e+001
4.082707650087625e-002	1.851491e+001
4.083707650087626e-002	1.872550e+001
4.084274088437270e-002	1.881635e+001
4.084994090611024e-002	1.891101e+001
