time	V(vc_vo)
5.265892632482477e-003	1.151530e+001
5.345892632482474e-003	1.400481e+001
5.425892632482471e-003	1.671549e+001
5.470061892749401e-003	1.816070e+001
5.490816083145611e-003	1.869360e+001
5.502763271338973e-003	1.889644e+001
5.509644946844333e-003	1.898055e+001
5.518928273595430e-003	1.907486e+001
5.530185321982989e-003	1.917173e+001
5.541497545374641e-003	1.925211e+001
5.557298769125418e-003	1.934367e+001
5.572850691643677e-003	1.941584e+001
5.597149564904869e-003	1.950419e+001
5.622372858840347e-003	1.957482e+001
5.660004910646416e-003	1.964966e+001
5.699346852837323e-003	1.968386e+001
5.749676966088718e-003	1.963539e+001
5.810256304737638e-003	1.942757e+001
5.874964680138373e-003	1.901046e+001
5.954964680138369e-003	1.823660e+001
6.034964680138366e-003	1.721327e+001
6.114964680138363e-003	1.596723e+001
6.194964680138360e-003	1.455083e+001
6.274964680138356e-003	1.302682e+001
6.354964680138353e-003	1.146748e+001
6.434964680138350e-003	9.952917e+000
6.514964680138347e-003	8.568336e+000
6.594964680138343e-003	7.400618e+000
6.674964680138340e-003	6.534036e+000
6.754964680138337e-003	6.045467e+000
6.834964680138334e-003	5.999459e+000
6.914964680138330e-003	6.443564e+000
6.994964680138327e-003	7.404182e+000
7.074964680138324e-003	8.882736e+000
7.154964680138320e-003	1.085120e+001
7.234964680138317e-003	1.324165e+001
7.314964680138314e-003	1.590975e+001
7.374565149420753e-003	1.789013e+001
7.403163737798840e-003	1.864857e+001
7.422565373152334e-003	1.897749e+001
7.429425174827670e-003	1.905435e+001
7.439998770797957e-003	1.914849e+001
7.450569368605692e-003	1.922793e+001
7.464290569235282e-003	1.931236e+001
7.481774153511311e-003	1.939935e+001
7.500985130847931e-003	1.947412e+001
7.531923255380602e-003	1.956663e+001
7.561442438019372e-003	1.963149e+001
7.602341203730073e-003	1.968127e+001
7.645899218011842e-003	1.966653e+001
7.701840771827784e-003	1.951889e+001
7.768258084117213e-003	1.915736e+001
7.839053854111239e-003	1.854873e+001
7.919053854111235e-003	1.760743e+001
7.999053854111232e-003	1.643589e+001
8.079053854111229e-003	1.507410e+001
8.159053854111226e-003	1.358105e+001
8.239053854111222e-003	1.202578e+001
8.319053854111219e-003	1.048588e+001
8.399053854111216e-003	9.045051e+000
8.479053854111213e-003	7.790024e+000
8.559053854111209e-003	6.806521e+000
8.639053854111206e-003	6.174632e+000
8.719053854111203e-003	5.963858e+000
8.799053854111200e-003	6.228323e+000
8.879053854111196e-003	7.002439e+000
8.959053854111193e-003	8.297008e+000
9.039053854111190e-003	1.009519e+001
9.119053854111187e-003	1.234526e+001
9.199053854111183e-003	1.493277e+001
9.279053854111180e-003	1.761687e+001
9.312423872063852e-003	1.851280e+001
9.349432104592742e-003	1.911887e+001
9.356399878071214e-003	1.918688e+001
9.366807186374310e-003	1.925816e+001
9.377903386953074e-003	1.932227e+001
9.397049913670547e-003	1.941175e+001
9.420866009574619e-003	1.949946e+001
9.448671827258004e-003	1.957681e+001
9.487247136321653e-003	1.965210e+001
9.527836529119454e-003	1.968461e+001
9.577365598621879e-003	1.962964e+001
9.642156768044724e-003	1.939627e+001
9.703463520790989e-003	1.899063e+001
9.783463520790986e-003	1.820311e+001
9.863463520790983e-003	1.717056e+001
9.943463520790979e-003	1.591704e+001
1.002346352079098e-002	1.449530e+001
1.010346352079097e-002	1.296848e+001
1.018346352079097e-002	1.140921e+001
1.026346352079097e-002	9.897836e+000
1.034346352079096e-002	8.519726e+000
1.042346352079096e-002	7.361749e+000
1.050346352079096e-002	6.508002e+000
1.058346352079095e-002	6.034998e+000
1.066346352079095e-002	6.006734e+000
1.074346352079095e-002	6.470046e+000
1.082346352079094e-002	7.450463e+000
1.090346352079094e-002	8.948393e+000
1.098346352079094e-002	1.093457e+001
1.106346352079093e-002	1.333914e+001
1.114346352079093e-002	1.601667e+001
1.119854115912822e-002	1.785781e+001
1.122649775227233e-002	1.860003e+001
1.125115101495008e-002	1.901412e+001
1.125811969033438e-002	1.908983e+001
1.126877149232192e-002	1.917859e+001
1.127942080355840e-002	1.925359e+001
1.129360298264609e-002	1.933492e+001
1.131421923841500e-002	1.943002e+001
1.133352767588011e-002	1.949981e+001
1.136277255632684e-002	1.958092e+001
1.139426988947953e-002	1.964450e+001
1.143516733883243e-002	1.968500e+001
1.147951661703606e-002	1.965113e+001
1.154386204221086e-002	1.944345e+001
1.161071951834355e-002	1.902625e+001
1.169010275181445e-002	1.826899e+001
1.177010275181445e-002	1.725373e+001
1.185010275181445e-002	1.601466e+001
1.193010275181444e-002	1.460320e+001
1.201010275181444e-002	1.308174e+001
1.209010275181444e-002	1.152229e+001
1.217010275181443e-002	1.000470e+001
1.225010275181443e-002	8.614091e+000
1.233010275181443e-002	7.437348e+000
1.241010275181442e-002	6.558927e+000
1.249010275181442e-002	6.056051e+000
1.257010275181442e-002	5.993785e+000
1.265010275181441e-002	6.420351e+000
1.273010275181441e-002	7.362948e+000
1.281010275181441e-002	8.823937e+000
1.289010275181440e-002	1.077641e+001
1.297010275181440e-002	1.315416e+001
1.305010275181440e-002	1.581348e+001
1.311398980420550e-002	1.794410e+001
1.313977474007505e-002	1.862870e+001
1.316048011571097e-002	1.897909e+001
1.316697139783110e-002	1.905255e+001
1.317730086775967e-002	1.914497e+001
1.318728020371457e-002	1.922077e+001
1.320072576192280e-002	1.930534e+001
1.321550891840204e-002	1.938043e+001
1.323987662395165e-002	1.947812e+001
1.326204903175399e-002	1.954697e+001
1.329605633203582e-002	1.962522e+001
1.333226122482170e-002	1.967322e+001
1.338423556295820e-002	1.966554e+001
1.343130845310311e-002	1.955649e+001
1.349387014025574e-002	1.924240e+001
1.356180103810536e-002	1.869765e+001
1.364180103810536e-002	1.780378e+001
1.372180103810536e-002	1.667471e+001
1.380180103810536e-002	1.534554e+001
1.388180103810535e-002	1.387319e+001
1.396180103810535e-002	1.232488e+001
1.404180103810535e-002	1.077670e+001
1.412180103810534e-002	9.311380e+000
1.420180103810534e-002	8.015305e+000
1.428180103810534e-002	6.974670e+000
1.436180103810533e-002	6.270947e+000
1.444180103810533e-002	5.975976e+000
1.452180103810533e-002	6.147111e+000
1.460180103810532e-002	6.822779e+000
1.468180103810532e-002	8.018528e+000
1.476180103810532e-002	9.723119e+000
1.484180103810531e-002	1.189231e+001
1.492180103810531e-002	1.442984e+001
1.500180103810531e-002	1.715794e+001
1.503483445429263e-002	1.822624e+001
1.505327530581463e-002	1.869217e+001
1.506372289255392e-002	1.887115e+001
1.507032495892427e-002	1.895463e+001
1.507894975667326e-002	1.904662e+001
1.508918704747120e-002	1.913964e+001
1.510065675415204e-002	1.922692e+001
1.511301668323342e-002	1.930424e+001
1.512998390788900e-002	1.939046e+001
1.514774814851852e-002	1.946236e+001
1.517406788521997e-002	1.954544e+001
1.520254724566580e-002	1.961357e+001
1.524175014031101e-002	1.967295e+001
1.528407041822202e-002	1.967902e+001
1.533639847990240e-002	1.957889e+001
1.539553599735827e-002	1.931316e+001
1.546101611080902e-002	1.882178e+001
1.554101611080902e-002	1.797049e+001
1.562101611080902e-002	1.687992e+001
1.570101611080901e-002	1.558079e+001
1.578101611080901e-002	1.412817e+001
1.586101611080901e-002	1.258762e+001
1.594101611080900e-002	1.103390e+001
1.602101611080900e-002	9.548780e+000
1.610101611080900e-002	8.218267e+000
1.618101611080899e-002	7.128878e+000
1.626101611080899e-002	6.363201e+000
1.634101611080899e-002	5.995031e+000
1.642101611080898e-002	6.084475e+000
1.650101611080898e-002	6.673424e+000
1.658101611080898e-002	7.781532e+000
1.666101611080897e-002	9.402375e+000
1.674101611080897e-002	1.149834e+001
1.682101611080897e-002	1.398550e+001
1.690101611080896e-002	1.669875e+001
1.694320709745320e-002	1.809263e+001
1.696437040656854e-002	1.864795e+001
1.697927191145904e-002	1.890770e+001
1.698538932012850e-002	1.898305e+001
1.699475700106076e-002	1.907735e+001
1.700612922907810e-002	1.917477e+001
1.701708288370379e-002	1.925259e+001
1.703175368781618e-002	1.933803e+001
1.704720480671385e-002	1.941070e+001
1.707002679387928e-002	1.949556e+001
1.709459383023004e-002	1.956643e+001
1.713027425454253e-002	1.964142e+001
1.716844044924698e-002	1.968076e+001
1.722042911523986e-002	1.964713e+001
1.727341218404777e-002	1.948257e+001
1.734689771395001e-002	1.903529e+001
1.742079675650743e-002	1.834941e+001
1.750079675650743e-002	1.735095e+001
1.758079675650742e-002	1.612964e+001
1.766079675650742e-002	1.473105e+001
1.774079675650742e-002	1.321666e+001
1.782079675650741e-002	1.165768e+001
1.790079675650741e-002	1.013338e+001
1.798079675650741e-002	8.728501e+000
1.806079675650740e-002	7.529933e+000
1.814079675650740e-002	6.622501e+000
1.822079675650740e-002	6.084240e+000
1.830079675650739e-002	5.981448e+000
1.838079675650739e-002	6.363976e+000
1.846079675650739e-002	7.261000e+000
1.854079675650738e-002	8.677193e+000
1.862079675650738e-002	1.058843e+001
1.870079675650738e-002	1.293269e+001
1.878079675650737e-002	1.555902e+001
1.886079675650737e-002	1.814988e+001
1.888684494851894e-002	1.879417e+001
1.889848944025263e-002	1.896962e+001
1.890957664412252e-002	1.908562e+001
1.892017436013976e-002	1.917660e+001
1.893136067888396e-002	1.925538e+001
1.894728276857563e-002	1.934721e+001
1.896255153421173e-002	1.941797e+001
1.898573689035576e-002	1.950249e+001
1.901058788395971e-002	1.957269e+001
1.904691472449824e-002	1.964654e+001
1.908566789721047e-002	1.968269e+001
1.913690182735073e-002	1.964035e+001
1.919361061884423e-002	1.945430e+001
1.926178040870000e-002	1.902477e+001
1.934178040869999e-002	1.826239e+001
1.942178040869999e-002	1.724639e+001
1.950178040869999e-002	1.600645e+001
1.958178040869998e-002	1.459461e+001
1.966178040869998e-002	1.307327e+001
1.974178040869998e-002	1.151448e+001
1.982178040869997e-002	9.998080e+000
1.990178040869997e-002	8.609167e+000
1.998178040869997e-002	7.434582e+000
2.006178040869996e-002	6.558700e+000
2.014178040869996e-002	6.058640e+000
2.022178040869996e-002	5.999338e+000
2.030178040869995e-002	6.428865e+000
2.038178040869995e-002	7.374262e+000
2.046178040869995e-002	8.837712e+000
2.054178040869994e-002	1.079212e+001
2.062178040869994e-002	1.317099e+001
2.070178040869994e-002	1.583050e+001
2.076505416029431e-002	1.792053e+001
2.079421496563569e-002	1.868660e+001
2.081100144451362e-002	1.896768e+001
2.081834131676355e-002	1.904961e+001
2.082893582337639e-002	1.914500e+001
2.083962024844704e-002	1.922590e+001
2.085332356522973e-002	1.931090e+001
2.087023329228485e-002	1.939569e+001
2.088978075027798e-002	1.947255e+001
2.091914986638493e-002	1.956148e+001
2.094947846520148e-002	1.962883e+001
2.099149544598464e-002	1.968088e+001
2.103508976834159e-002	1.966715e+001
2.108991452663100e-002	1.952417e+001
2.115614627459414e-002	1.916684e+001
2.122681336658688e-002	1.856374e+001
2.130681336658688e-002	1.762729e+001
2.138681336658688e-002	1.646001e+001
2.146681336658687e-002	1.510155e+001
2.154681336658687e-002	1.361068e+001
2.162681336658687e-002	1.205625e+001
2.170681336658686e-002	1.051569e+001
2.178681336658686e-002	9.072605e+000
2.186681336658686e-002	7.813661e+000
2.194681336658685e-002	6.824616e+000
2.202681336658685e-002	6.185688e+000
2.210681336658685e-002	5.966597e+000
2.218681336658684e-002	6.221779e+000
2.226681336658684e-002	6.986034e+000
2.234681336658684e-002	8.270634e+000
2.242681336658683e-002	1.005930e+001
2.250681336658683e-002	1.230107e+001
2.258681336658683e-002	1.488359e+001
2.266681336658682e-002	1.755434e+001
2.270373818340185e-002	1.854242e+001
2.273921720860431e-002	1.912000e+001
2.274654561201489e-002	1.919031e+001
2.275696992790030e-002	1.926144e+001
2.276819913960315e-002	1.932588e+001
2.278773039765000e-002	1.941650e+001
2.281105170547670e-002	1.950164e+001
2.283975113510336e-002	1.958074e+001
2.287736108701538e-002	1.965301e+001
2.291912827235604e-002	1.968482e+001
2.296771513157425e-002	1.963155e+001
2.302753673187138e-002	1.941911e+001
2.309032660191571e-002	1.900993e+001
2.317032660191570e-002	1.823311e+001
2.325032660191570e-002	1.720882e+001
2.333032660191570e-002	1.596205e+001
2.341032660191569e-002	1.454521e+001
2.349032660191569e-002	1.302105e+001
2.357032660191569e-002	1.146192e+001
2.365032660191568e-002	9.947920e+000
2.373032660191568e-002	8.564274e+000
2.381032660191568e-002	7.397844e+000
2.389032660191567e-002	6.532872e+000
2.397032660191567e-002	6.046180e+000
2.405032660191567e-002	6.002242e+000
2.413032660191566e-002	6.448521e+000
2.421032660191566e-002	7.411308e+000
2.429032660191566e-002	8.891910e+000
2.437032660191565e-002	1.086216e+001
2.445032660191565e-002	1.325391e+001
2.453032660191565e-002	1.592274e+001
2.458938322433715e-002	1.788624e+001
2.461790615549783e-002	1.864314e+001
2.463780166803550e-002	1.898053e+001
2.464461616599814e-002	1.905676e+001
2.465519682187953e-002	1.915056e+001
2.466570786656361e-002	1.922920e+001
2.467968205906052e-002	1.931482e+001
2.469692076751759e-002	1.940018e+001
2.471665793389874e-002	1.947663e+001
2.474680739307528e-002	1.956642e+001
2.477724970716047e-002	1.963265e+001
2.481906630558992e-002	1.968199e+001
2.486285498462851e-002	1.966394e+001
2.491925264600778e-002	1.950828e+001
2.498736037302113e-002	1.912665e+001
2.505908274641472e-002	1.849678e+001
2.513908274641472e-002	1.754006e+001
2.521908274641471e-002	1.635493e+001
2.529908274641471e-002	1.498299e+001
2.537908274641471e-002	1.348389e+001
2.545908274641470e-002	1.192727e+001
2.553908274641470e-002	1.039117e+001
2.561908274641470e-002	8.959601e+000
2.569908274641469e-002	7.719343e+000
2.577908274641469e-002	6.755899e+000
2.585908274641469e-002	6.148823e+000
2.593908274641468e-002	5.966780e+000
2.601908274641468e-002	6.262771e+000
2.609908274641468e-002	7.069820e+000
2.617908274641467e-002	8.397103e+000
2.625908274641467e-002	1.022586e+001
2.633908274641467e-002	1.250172e+001
2.641908274641466e-002	1.510260e+001
2.649908274641466e-002	1.777623e+001
2.652904129762235e-002	1.856342e+001
2.656336923573360e-002	1.910734e+001
2.657094609168439e-002	1.918096e+001
2.658142516017828e-002	1.925395e+001
2.659242029621706e-002	1.931801e+001
2.661332114967302e-002	1.941663e+001
2.663370895659969e-002	1.949208e+001
2.666600958098575e-002	1.958234e+001
2.669870910351416e-002	1.964611e+001
2.674563210122305e-002	1.968446e+001
2.679033921112792e-002	1.963986e+001
2.684994339937613e-002	1.943460e+001
2.691238487572784e-002	1.903738e+001
2.699238487572783e-002	1.827262e+001
2.707238487572783e-002	1.725920e+001
2.715238487572783e-002	1.602124e+001
2.723238487572782e-002	1.461067e+001
2.731238487572782e-002	1.308978e+001
2.739238487572782e-002	1.153054e+001
2.747238487572781e-002	1.001277e+001
2.755238487572781e-002	8.621526e+000
2.763238487572781e-002	7.443693e+000
2.771238487572780e-002	6.563728e+000
2.779238487572780e-002	6.058889e+000
2.787238487572780e-002	5.994297e+000
2.795238487572779e-002	6.418260e+000
2.803238487572779e-002	7.358084e+000
2.811238487572779e-002	8.816259e+000
2.819238487572778e-002	1.076605e+001
2.827238487572778e-002	1.314149e+001
2.835238487572778e-002	1.579891e+001
2.841702546570984e-002	1.795142e+001
2.844293107411003e-002	1.864017e+001
2.846205452354592e-002	1.896586e+001
2.846849477310079e-002	1.903967e+001
2.847880217312240e-002	1.913391e+001
2.848915156035359e-002	1.921386e+001
2.850334339122895e-002	1.930399e+001
2.851879511082106e-002	1.938335e+001
2.853943710071841e-002	1.946677e+001
2.856528093776156e-002	1.954754e+001
2.859811471768331e-002	1.962312e+001
2.863915055794492e-002	1.967776e+001
2.868445514427287e-002	1.966995e+001
2.873576253244667e-002	1.954785e+001
2.879940323299027e-002	1.922425e+001
2.886803919260950e-002	1.866500e+001
2.894803919260949e-002	1.776025e+001
2.902803919260949e-002	1.662131e+001
2.910803919260949e-002	1.528447e+001
2.918803919260948e-002	1.380712e+001
2.926803919260948e-002	1.225689e+001
2.934803919260948e-002	1.071023e+001
2.942803919260947e-002	9.250087e+000
2.950803919260947e-002	7.962944e+000
2.958803919260947e-002	6.934907e+000
2.966803919260946e-002	6.247162e+000
